GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R562	BAD	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35147|ensembl:ENSRNOP00000028712	9606	Ensembl		P
UniProtKB	A0A024R5N5	UCP2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56500|ensembl:ENSRNOP00000024156	9606	Ensembl		P
UniProtKB	A0A024R6R4	MMP2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P33436|ensembl:ENSRNOP00000022679	9606	Ensembl		P
UniProtKB	A0A024R6R4	MMP2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P33434|ensembl:ENSMUSP00000034187	9606	Ensembl		P
UniProtKB	A0A024R7V4	PENK	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04094|ensembl:ENSRNOP00000011892	9606	Ensembl		P
UniProtKB	A0A024R871	SLC2A8	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JIF3|ensembl:ENSMUSP00000028129	9606	Ensembl		P
UniProtKB	A0A024R906	DDR2	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F7EVN7|ensembl:ENSRNOP00000003901	9606	Ensembl		P
UniProtKB	A0A024R906	DDR2	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B1WC09|ensembl:ENSRNOP00000003901	9606	Ensembl		P
UniProtKB	A0A024RA52	PSMA2	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A024RCW6	PPARD	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35396|ensembl:ENSMUSP00000002320	9606	Ensembl		P
UniProtKB	A0A044V6P1	A0A044V6P1	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30628|WormBase:ZK637.8a.1	6282	EnsemblMetazoa		P
UniProtKB	A0A059AQB8	EUGRSUZ_I01926	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	71139	EnsemblPlants		P
UniProtKB	A0A059AQB8	EUGRSUZ_I01926	involved_in	GO:0070483	detection of hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	71139	EnsemblPlants		P
UniProtKB	A0A059CLY3	EUGRSUZ_C00679	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	71139	GO_Central		P
UniProtKB	A0A059CP16	EUGRSUZ_C012772	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	71139	GO_Central		P
UniProtKB	A0A059CP56	EUGRSUZ_C012771	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	71139	GO_Central		P
UniProtKB	A0A059CPV7	EUGRSUZ_C012772	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	71139	GO_Central		P
UniProtKB	A0A059D3H2	EUGRSUZ_B01577	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00917|araport11:AT5G49190.1	71139	EnsemblPlants		P
UniProtKB	A0A061DVE2	TCM_003011	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9LRY7|araport11:AT3G24715.1	3641	EnsemblPlants		P
UniProtKB	A0A061EEM7	TCM_018396	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	3641	EnsemblPlants		P
UniProtKB	A0A061EEM7	TCM_018396	involved_in	GO:0070483	detection of hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	3641	EnsemblPlants		P
UniProtKB	A0A061EEN2	TCM_018538	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9SCU7|araport11:AT3G28910.1	3641	EnsemblPlants		P
UniProtKB	A0A061EQF2	TCM_021253	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00917|araport11:AT5G49190.1	3641	EnsemblPlants		P
UniProtKB	A0A061FEM8	TCM_034733	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B3H4G6|araport11:AT4G24230.6	3641	EnsemblPlants		P
UniProtKB	A0A061FGW5	TCM_035392	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8W234|araport11:AT1G43850.1	3641	EnsemblPlants		P
UniProtKB	A0A061FRC5	TCM_044595	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	3641	GO_Central		P
UniProtKB	A0A061I667	H671_3g11167	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61614|ensembl:ENSMUSP00000034029	10029	Ensembl		P
UniProtKB	A0A061I8V5	H671_3g9548	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35256|ensembl:ENSMUSP00000021779	10029	Ensembl		P
UniProtKB	A0A061ID60	H671_3g10871	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54832|ensembl:ENSMUSP00000018403	10029	Ensembl		P
UniProtKB	A0A061IDC3	H671_3g9558	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07101|ensembl:ENSP00000325951|ensembl:ENSP00000370571	10029	Ensembl		P
UniProtKB	A0A061IE76	H671_2g6081	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q13485|ensembl:ENSP00000341551	10029	Ensembl		P
UniProtKB	A0A061IFF2	H671_3g9576	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75081|ensembl:ENSP00000268679	10029	Ensembl		P
UniProtKB	A0A061IIP0	H671_2g6100	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q494U1|ensembl:ENSP00000368719	10029	Ensembl		P
UniProtKB	A0A067FAC8	CISIN_1g002363mg	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	2711	GO_Central		P
UniProtKB	A0A068EW80	Pml	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P29590|ensembl:ENSP00000268058	10090	Ensembl		P
UniProtKB	A0A068U112	GSCOC_T00039527001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	49390	EnsemblPlants		P
UniProtKB	A0A068U112	GSCOC_T00039527001	involved_in	GO:0070483	detection of hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8LGJ5|araport11:AT5G39890.1	49390	EnsemblPlants		P
UniProtKB	A0A068U3L6	GSCOC_T00041641001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P93002|araport11:AT1G64280.1	49390	EnsemblPlants		P
UniProtKB	A0A068U3V6	GSCOC_T00041482001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F4JUW0|araport11:AT4G20380.8	49390	EnsemblPlants		P
UniProtKB	A0A068V472	GSCOC_T00043063001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q05609|araport11:AT5G03730.1	49390	EnsemblPlants		P
UniProtKB	A0A068VBC6	GSCOC_T00008636001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9S745|araport11:AT3G52430.1	49390	EnsemblPlants		P
UniProtKB	A0A068VD10	GSCOC_T00009054001	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q67XG0|araport11:AT4G32690.1	49390	EnsemblPlants		P
UniProtKB	A0A072UZC8	25489620	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	3880	GO_Central		P
UniProtKB	A0A075B6D9	CAV1	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49817|ensembl:ENSMUSP00000007799	9940	Ensembl		P
UniProtKB	A0A075F5C6	Hsf1	involved_in	GO:1990910	response to hypobaric hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1MAF1|ensembl:ENSRNOP00000047030	10090	Ensembl		P
UniProtKB	A0A078H0N7	BnaA01g17140D	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	3708	GO_Central		P
UniProtKB	A0A078HS53	BnaC01g19960D	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	3708	GO_Central		P
UniProtKB	A0A078J7N1	BnaC07g50110D	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	3708	GO_Central		P
UniProtKB	A0A087R4W7	AS27_04484	involved_in	GO:0001666	response to hypoxia	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P10600	9233	AgBase		P
UniProtKB	A0A087R4W7	AS27_04484	involved_in	GO:0070483	detection of hypoxia	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P10600	9233	AgBase		P
UniProtKB	A0A087WUL2	PSMB3	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087WVV1	PSMB2	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087WXQ8	PSMB3	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087WY10	PSMB3	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087WYS6	PSMA8	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087X2I4	PSMB6	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	A0A087X2K2	A0A087X2K2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1QXV8|ensembl:ENSDARP00000070807	48698	Ensembl		P
UniProtKB	A0A087X4P6	A0A087X4P6	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1QHL0|ensembl:ENSDARP00000053923	48698	Ensembl		P
UniProtKB	A0A087X9Y0	A0A087X9Y0	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q803J6|ensembl:ENSDARP00000016087	48698	Ensembl		P
UniProtKB	A0A087XA59	A0A087XA59	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9PVK5|ensembl:ENSDARP00000137433	48698	Ensembl		P
UniProtKB	A0A087XDD2	A0A087XDD2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7T3L3|ensembl:ENSDARP00000013441	48698	Ensembl		P
UniProtKB	A0A087XG37	A0A087XG37	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A8WGN9|ensembl:ENSDARP00000026364	48698	Ensembl		P
UniProtKB	A0A087XLN2	A0A087XLN2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B0UXS0|ensembl:ENSDARP00000038993	48698	Ensembl		P
UniProtKB	A0A087XMA2	A0A087XMA2	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1Q964|ensembl:ENSDARP00000078063	48698	Ensembl		P
UniProtKB	A0A087XPD6	A0A087XPD6	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1QYL2|ensembl:ENSDARP00000018218	48698	Ensembl		P
UniProtKB	A0A087XUV7	A0A087XUV7	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1Q899|ensembl:ENSDARP00000019511	48698	Ensembl		P
UniProtKB	A0A087XVE5	A0A087XVE5	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A3KNI8|ensembl:ENSDARP00000128514	48698	Ensembl		P
UniProtKB	A0A087XWS5	A0A087XWS5	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A2R8Q2J0|ensembl:ENSDARP00000144951	48698	Ensembl		P
UniProtKB	A0A087Y0J7	A0A087Y0J7	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E7F3Z5|ensembl:ENSDARP00000068393	48698	Ensembl		P
UniProtKB	A0A087Y2W9	A0A087Y2W9	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6VN46|ensembl:ENSDARP00000039806	48698	Ensembl		P
UniProtKB	A0A087Y8H9	A0A087Y8H9	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1R4V5|ensembl:ENSDARP00000104181	48698	Ensembl		P
UniProtKB	A0A087YDQ5	A0A087YDQ5	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q90YJ2|ensembl:ENSDARP00000069992	48698	Ensembl		P
UniProtKB	A0A087YH60	A0A087YH60	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0R4IBR4|ensembl:ENSDARP00000132400	48698	Ensembl		P
UniProtKB	A0A087YI44	A0A087YI44	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6TNV0|ensembl:ENSDARP00000007446	48698	Ensembl		P
UniProtKB	A0A087YKH6	A0A087YKH6	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5RH85|ensembl:ENSDARP00000009333	48698	Ensembl		P
UniProtKB	A0A087YNQ6	A0A087YNQ6	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5TYS1|ensembl:ENSDARP00000062981	48698	Ensembl		P
UniProtKB	A0A087YPM4	A0A087YPM4	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P3L3|ensembl:ENSDARP00000131952	48698	Ensembl		P
UniProtKB	A0A090L2R4	SRAE_1000001600	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:G5EGD2|WormBase:F38A6.3b.1	34506	EnsemblMetazoa		P
UniProtKB	A0A090LF69	SRAE_2000143900	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30628|WormBase:ZK637.8a.1	34506	EnsemblMetazoa		P
UniProtKB	A0A090M6P4	OT_ostta12g01910	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	70448	GO_Central		P
UniProtKB	A0A090MBN9	OT_ostta10g03480	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	FB:FBgn0264785|PANTHER:PTN004393218	70448	GO_Central		P
UniProtKB	A0A090MWU4	SRAE_1000254400	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:G5EBV0|WormBase:F22E12.4a.2	34506	EnsemblMetazoa		P
UniProtKB	A0A090N3H6	OT_ostta05g04400	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000452651|UniProtKB:Q9Y4L1	70448	GO_Central		P
UniProtKB	A0A091CKP9	H920_19373	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IVP5|ensembl:ENSP00000367284	885580	Ensembl		P
UniProtKB	A0A091CL50	H920_19180	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JIF3|ensembl:ENSMUSP00000028129	885580	Ensembl		P
UniProtKB	A0A091CM14	H920_20123	involved_in	GO:0001666	response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026704	885580	UniProt		P
UniProtKB	A0A091CQD0	H920_19080	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DAJ4|ensembl:ENSMUSP00000091048	885580	Ensembl		P
UniProtKB	A0A091CQM3	H920_18170	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O00469|ensembl:ENSP00000282903	885580	Ensembl		P
UniProtKB	A0A091CSS9	H920_16105	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q06219|ensembl:ENSMUSP00000028166	885580	Ensembl		P
UniProtKB	A0A091CT02	H920_16200	involved_in	GO:0097411	hypoxia-inducible factor-1alpha signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15118|ensembl:ENSP00000376352	885580	Ensembl		P
UniProtKB	A0A091CTB2	H920_17898	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23927|ensembl:ENSMUSP00000149803	885580	Ensembl		P
UniProtKB	A0A091CWD7	H920_14623	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P55851|ensembl:ENSP00000312029	885580	Ensembl		P
UniProtKB	A0A091CWY5	H920_14399	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10600|ensembl:ENSP00000238682	885580	Ensembl		P
UniProtKB	A0A091CWY5	H920_14399	involved_in	GO:0070483	detection of hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10600|ensembl:ENSP00000238682	885580	Ensembl		P
UniProtKB	A0A091CYF4	H920_15657	involved_in	GO:0001666	response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026704	885580	UniProt		P
UniProtKB	A0A091D5G7	H920_12444	involved_in	GO:0001666	response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026704	885580	UniProt		P
UniProtKB	A0A091D5W6	H920_12984	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P29452|ensembl:ENSMUSP00000027015	885580	Ensembl		P
UniProtKB	A0A091D6D3	H920_20184	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04247|ensembl:ENSMUSP00000125995	885580	Ensembl		P
UniProtKB	A0A091D829	H920_19573	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96KS0|ensembl:ENSP00000469686	885580	Ensembl		P
UniProtKB	A0A091D843	H920_10135	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07101|ensembl:ENSP00000370571	885580	Ensembl		P
UniProtKB	A0A091DAW2	H920_18603	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D1X0|ensembl:ENSMUSP00000014920	885580	Ensembl		P
UniProtKB	A0A091DDU4	H920_10311	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q92934|ensembl:ENSP00000378040	885580	Ensembl		P
UniProtKB	A0A091DK45	H920_15489	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35396|ensembl:ENSMUSP00000002320	885580	Ensembl		P
UniProtKB	A0A091DN62	H920_14331	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q07352|ensembl:ENSP00000337386	885580	Ensembl		P
UniProtKB	A0A091DNU5	H920_04793	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22387|ensembl:ENSMUSP00000021796	885580	Ensembl		P
UniProtKB	A0A091DS63	H920_05481	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JLR9|ensembl:ENSMUSP00000054881	885580	Ensembl		P
UniProtKB	A0A091DT80	H920_04320	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49817|ensembl:ENSMUSP00000007799	885580	Ensembl		P
UniProtKB	A0A091DW70	H920_03200	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q92482|ensembl:ENSP00000297991	885580	Ensembl		P
UniProtKB	A0A091DXE2	H920_02941	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07237|ensembl:ENSP00000327801	885580	Ensembl		P
UniProtKB	A0A091E2N4	H920_09268	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Y5L2|ensembl:ENSP00000257696	885580	Ensembl		P
UniProtKB	A0A091E330	H920_01627	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D3F7|ensembl:ENSMUSP00000020308	885580	Ensembl		P
UniProtKB	A0A091E330	H920_01627	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NX09|ensembl:ENSP00000307305	885580	Ensembl		P
UniProtKB	A0A091E358	H920_01652	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06869|ensembl:ENSMUSP00000022368	885580	Ensembl		P
UniProtKB	A0A091E4M2	H920_00239	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q96A26|ensembl:ENSP00000419088	885580	Ensembl		P
UniProtKB	A0A091E4M2	H920_00239	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D6U8|ensembl:ENSMUSP00000004057	885580	Ensembl		P
UniProtKB	A0A091EH62	H920_03789	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9H6Q4|ensembl:ENSP00000251588	885580	Ensembl		P
UniProtKB	A0A093H521	N308_08644	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5SSJ5|ensembl:ENSP00000403039	441894	Ensembl		P
UniProtKB	A0A093H6T4	N308_02472	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355897	441894	Ensembl		P
UniProtKB	A0A093H7F5	N308_11335	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O14867|ensembl:ENSP00000286800	441894	Ensembl		P
