GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A0J9REY9	Dsim\GD11289	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9GU55|FlyBase:FBpp0112003	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RG84	Dsim\GD25357	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MRP7|FlyBase:FBpp0085816	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RSV4	Dsim\GD12900	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NCC3|FlyBase:FBpp0076142	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RTH5	Dsim\GD14176	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02516|FlyBase:FBpp0301282	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RUG1	Dsim\GD14386	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VTZ6|FlyBase:FBpp0075693	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RYM8	Dsim\GD14854	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7K0T0|FlyBase:FBpp0074588	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RYM8	Dsim\GD14854	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U9B0|FlyBase:FBpp0074588	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9RYM8	Dsim\GD14854	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VW83|FlyBase:FBpp0074588	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9TK49	Dsim\GD22301	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VL32|FlyBase:FBpp0402894	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9UBZ4	Dsim\GD13480	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W0G1|FlyBase:FBpp0072602	7240	EnsemblMetazoa		P
UniProtKB	A0A0J9UD68	Dsim\GD13375	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B7Z043|FlyBase:FBpp0310920	7240	EnsemblMetazoa		P
UniProtKB	A0A0P8XTZ8	Dana\GF10060	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W0G1|FlyBase:FBpp0072602	7217	EnsemblMetazoa		P
UniProtKB	A0A0P8YAA8	Dana\GF10361	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IPU3|FlyBase:FBpp0077912	7217	EnsemblMetazoa		P
UniProtKB	A0A0Q5U1Z0	Dere\GG14603	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W0G1|FlyBase:FBpp0072602	7220	EnsemblMetazoa		P
UniProtKB	A0A0Q9W7K9	Dvir\GJ16782	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VYS3|FlyBase:FBpp0073433	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9WA58	Dvir\GJ11101	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VGM1|FlyBase:FBpp0291237	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9WDY9	Dvir\GJ23681	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IHE3|FlyBase:FBpp0083163	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9WDY9	Dvir\GJ23681	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q95U00|FlyBase:FBpp0083163	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9WDY9	Dvir\GJ23681	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VDZ7|FlyBase:FBpp0083163	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9WUN2	Dvir\GJ11540	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IPU3|FlyBase:FBpp0077912	7244	EnsemblMetazoa		P
UniProtKB	A0A0Q9X404	Dwil\GK10504	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IPU3|FlyBase:FBpp0077912	7260	EnsemblMetazoa		P
UniProtKB	A0A0Q9X7H7	Dwil\GK13236	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IHE3|FlyBase:FBpp0083163	7260	EnsemblMetazoa		P
UniProtKB	A0A0Q9X7H7	Dwil\GK13236	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q95U00|FlyBase:FBpp0083163	7260	EnsemblMetazoa		P
UniProtKB	A0A0Q9X7H7	Dwil\GK13236	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VDZ7|FlyBase:FBpp0083163	7260	EnsemblMetazoa		P
UniProtKB	A0A0Q9X803	Dmoj\GI23930	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8INF0|FlyBase:FBpp0110261	7230	EnsemblMetazoa		P
UniProtKB	A0A0R1DW60	Dyak\GE20964	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W0G1|FlyBase:FBpp0072602	7245	EnsemblMetazoa		P
UniProtKB	A0A0R1E1L9	Dyak\GE25458	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8SX21|FlyBase:FBpp0310716	7245	EnsemblMetazoa		P
UniProtKB	A0A0R1E1L9	Dyak\GE25458	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8SX21|FlyBase:FBpp0310716	7245	EnsemblMetazoa		P
UniProtKB	A0A0R3P7B8	Dpse\GA18136	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IPU3|FlyBase:FBpp0077912	46245	EnsemblMetazoa		P
UniProtKB	A0A139WFL6	TcasGA2_TC033631	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000318	IBA	PMID:21873635	FB:FBgn0264785|PANTHER:PTN004393218	7070	GO_Central		P
UniProtKB	A0A3Q7YNP7	CG18389	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	7240	EnsemblMetazoa		P
UniProtKB	A0A3Q7YNR1	CG18389	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	7240	EnsemblMetazoa		P
UniProtKB	A0A3S6A130	CG18389	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	7240	EnsemblMetazoa		P
UniProtKB	A0A3S6A541	CG18389	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	7240	EnsemblMetazoa		P
UniProtKB	A0A3S6ATS3	CG18389	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	7240	EnsemblMetazoa		P
UniProtKB	A0A6I8UCH4	LOC4812863	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7K0T0|FlyBase:FBpp0074588	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UCH4	LOC4812863	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U9B0|FlyBase:FBpp0074588	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UCH4	LOC4812863	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VW83|FlyBase:FBpp0074588	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UEQ9	LOC4814180	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02516|FlyBase:FBpp0301282	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UGK4	LOC4815162	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U4L6|FlyBase:FBpp0305890	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UM84	LOC4800509	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VAI1|FlyBase:FBpp0084839	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UN38	LOC4800836	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VG69|FlyBase:FBpp0082063	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UNE8	LOC4801009	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IHE3|FlyBase:FBpp0083163	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UNE8	LOC4801009	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q95U00|FlyBase:FBpp0083163	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UNE8	LOC4801009	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VDZ7|FlyBase:FBpp0083163	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UP48	LOC4801589	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VHV5|FlyBase:FBpp0308780	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UPH7	LOC4801772	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U9A9|FlyBase:FBpp0083931	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UPH7	LOC4801772	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VCC9|FlyBase:FBpp0083931	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UQW6	LOC4802469	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VEU6|FlyBase:FBpp0110263	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8URD7	LOC4802889	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VEZ5|FlyBase:FBpp0293344	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8URH2	LOC4802680	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0B4KG66|FlyBase:FBpp0303766	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8URX5	LOC4803031	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15945|FlyBase:FBpp0081483	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8USX6	LOC4803737	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MRP7|FlyBase:FBpp0085816	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UTT8	LOC4804040	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00449|FlyBase:FBpp0086914	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UU15	LOC4803996	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A1ZAV3|FlyBase:FBpp0112003	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UU15	LOC4803996	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9GU55|FlyBase:FBpp0112003	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UV25	LOC4804870	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A1ZA22|FlyBase:FBpp0086469	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UV25	LOC4804870	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MPP2|FlyBase:FBpp0086469	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UV25	LOC4804870	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MSR4|FlyBase:FBpp0086469	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UV25	LOC4804870	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9GQ88|FlyBase:FBpp0086469	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UV76	LOC4804913	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q961L4|FlyBase:FBpp0088031	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8UXX6	LOC6902767	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VL32|FlyBase:FBpp0402894	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8V0B3	LOC6901416	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VYS3|FlyBase:FBpp0073433	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VGC3	LOC4805592	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P91927|FlyBase:FBpp0072255	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VJA0	LOC4813998	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B7Z043|FlyBase:FBpp0310920	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VS07	LOC4803737	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MRP7|FlyBase:FBpp0085816	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VW94	LOC6903032	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VZS3|FlyBase:FBpp0072908	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VWM8	LOC4816651	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48602|FlyBase:FBpp0080010	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VXF9	LOC6902767	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VL32|FlyBase:FBpp0402894	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8VXS9	LOC6902767	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VL32|FlyBase:FBpp0402894	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8W0A0	LOC4817794	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VM47|FlyBase:FBpp0110277	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8W6C4	LOC4812667	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VZF4|FlyBase:FBpp0073101	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8W8C0	LOC6896983	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8WAS1	LOC6896983	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q24079|FlyBase:FBpp0303410	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8WE15	LOC6901779	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W3Q5|FlyBase:FBpp0111859	46245	EnsemblMetazoa		P
UniProtKB	A0A6I8WF27	LOC6901779	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9W3Q5|FlyBase:FBpp0111859	46245	EnsemblMetazoa		P
UniProtKB	A0NDQ9	4576787	involved_in	GO:0001666	response to hypoxia	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001198456|UniProtKB:A6NIX2|UniProtKB:Q96IF1|UniProtKB:Q9UGP4	7165	GO_Central		P
UniProtKB	A1ZA22	eIF2Bgamma	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000315	IMP	PMID:18653470		7227	FlyBase		P
UniProtKB	A1ZAV3	MESR4	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000315	IMP	PMID:18653470		7227	FlyBase		P
UniProtKB	B3LZ18	Dana\GF17697	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IMS8|FlyBase:FBpp0305820	7217	EnsemblMetazoa		P
UniProtKB	B3LZH3	Dana\GF18845	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VHV5|FlyBase:FBpp0308780	7217	EnsemblMetazoa		P
UniProtKB	B3M052	Dana\GF17216	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VHD0|FlyBase:FBpp0081538	7217	EnsemblMetazoa		P
UniProtKB	B3M0M0	Dana\GF16105	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U9A9|FlyBase:FBpp0083931	7217	EnsemblMetazoa		P
UniProtKB	B3M0M0	Dana\GF16105	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VCC9|FlyBase:FBpp0083931	7217	EnsemblMetazoa		P
UniProtKB	B3M0U6	Dana\GF17824	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0B4KG66|FlyBase:FBpp0303766	7217	EnsemblMetazoa		P
UniProtKB	B3M0Y3	Dana\GF18378	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VGM1|FlyBase:FBpp0291237	7217	EnsemblMetazoa		P
UniProtKB	B3M156	Dana\GF16076	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VN75|FlyBase:FBpp0290527	7217	EnsemblMetazoa		P
UniProtKB	B3M176	Dana\GF18932	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8SX21|FlyBase:FBpp0310716	7217	EnsemblMetazoa		P
UniProtKB	B3M176	Dana\GF18932	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8SX21|FlyBase:FBpp0310716	7217	EnsemblMetazoa		P
UniProtKB	B3M1B3	Dana\GF17835	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8INF0|FlyBase:FBpp0110261	7217	EnsemblMetazoa		P
UniProtKB	B3M1N4	Dana\GF18940	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8IHE3|FlyBase:FBpp0083163	7217	EnsemblMetazoa		P
UniProtKB	B3M1N4	Dana\GF18940	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q95U00|FlyBase:FBpp0083163	7217	EnsemblMetazoa		P
UniProtKB	B3M1N4	Dana\GF18940	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VDZ7|FlyBase:FBpp0083163	7217	EnsemblMetazoa		P
UniProtKB	B3M201	Dana\GF18433	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15945|FlyBase:FBpp0081483	7217	EnsemblMetazoa		P
UniProtKB	B3M2R2	Dana\GF17958	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VG69|FlyBase:FBpp0082063	7217	EnsemblMetazoa		P
UniProtKB	B3M2S9	Dana\GF18501	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VEU6|FlyBase:FBpp0110263	7217	EnsemblMetazoa		P
UniProtKB	B3M2T1	Dana\GF18502	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VEU5|FlyBase:FBpp0082745	7217	EnsemblMetazoa		P
UniProtKB	B3M4P1	Dana\GF25310	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7K0T0|FlyBase:FBpp0074588	7217	EnsemblMetazoa		P
UniProtKB	B3M4P1	Dana\GF25310	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9U9B0|FlyBase:FBpp0074588	7217	EnsemblMetazoa		P
UniProtKB	B3M4P1	Dana\GF25310	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VW83|FlyBase:FBpp0074588	7217	EnsemblMetazoa		P
UniProtKB	B3M4X9	Dana\GF23871	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VZF4|FlyBase:FBpp0073101	7217	EnsemblMetazoa		P
UniProtKB	B3M5U4	Dana\GF10123	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VZS3|FlyBase:FBpp0072908	7217	EnsemblMetazoa		P
UniProtKB	B3M674	Dana\GF24345	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P14003|FlyBase:FBpp0099504	7217	EnsemblMetazoa		P
UniProtKB	B3M6F3	Dana\GF10691	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02516|FlyBase:FBpp0301282	7217	EnsemblMetazoa		P
UniProtKB	B3M7I0	Dana\GF10240	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B7Z043|FlyBase:FBpp0310920	7217	EnsemblMetazoa		P
UniProtKB	B3MA48	Dana\GF24687	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9VTZ6|FlyBase:FBpp0075693	7217	EnsemblMetazoa		P
UniProtKB	B3MA80	Dana\GF25132	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NCC3|FlyBase:FBpp0076142	7217	EnsemblMetazoa		P
UniProtKB	B3MDC5	Dana\GF11993	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00449|FlyBase:FBpp0086914	7217	EnsemblMetazoa		P
UniProtKB	B3ME20	Dana\GF11347	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A1ZAV3|FlyBase:FBpp0112003	7217	EnsemblMetazoa		P
UniProtKB	B3ME20	Dana\GF11347	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9GU55|FlyBase:FBpp0112003	7217	EnsemblMetazoa		P
UniProtKB	B3MFT4	Dana\GF11245	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P91927|FlyBase:FBpp0072255	7217	EnsemblMetazoa		P
UniProtKB	B3MHB4	Dana\GF11713	involved_in	GO:0001666	response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q961L4|FlyBase:FBpp0088031	7217	EnsemblMetazoa		P
UniProtKB	B3MHH7	Dana\GF11143	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A1ZA22|FlyBase:FBpp0086469	7217	EnsemblMetazoa		P
UniProtKB	B3MHH7	Dana\GF11143	involved_in	GO:0071456	cellular response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8MPP2|FlyBase:FBpp0086469	7217	EnsemblMetazoa		P
